timestamp,consumption_kwh,is_weekend,is_anomaly,hour,day_of_week
2024-01-05T19:00:00,1.4612,False,False,19,Friday
2024-01-05T20:00:00,1.2382,False,False,20,Friday
2024-01-05T21:00:00,0.7618,False,False,21,Friday
2024-01-05T22:00:00,0.5086,False,False,22,Friday
2024-01-05T23:00:00,0.2958,False,False,23,Friday
2024-01-06T00:00:00,0.2404,True,False,0,Saturday
2024-01-06T01:00:00,0.2134,True,False,1,Saturday
2024-01-06T02:00:00,0.2505,True,False,2,Saturday
2024-01-06T03:00:00,0.207,True,False,3,Saturday
2024-01-06T04:00:00,0.2462,True,False,4,Saturday
2024-01-06T05:00:00,0.3023,True,False,5,Saturday
2024-01-06T06:00:00,0.3104,True,False,6,Saturday
2024-01-06T07:00:00,0.4623,True,False,7,Saturday
2024-01-06T08:00:00,0.7065,True,False,8,Saturday
2024-01-06T09:00:00,0.8848,True,False,9,Saturday
2024-01-06T10:00:00,0.8994,True,False,10,Saturday
2024-01-06T11:00:00,0.9216,True,False,11,Saturday
2024-01-06T12:00:00,0.6494,True,False,12,Saturday
2024-01-06T13:00:00,0.4977,True,False,13,Saturday
2024-01-06T14:00:00,0.3148,True,False,14,Saturday
2024-01-06T15:00:00,0.3107,True,False,15,Saturday
2024-01-06T16:00:00,0.3005,True,False,16,Saturday
2024-01-06T17:00:00,0.4799,True,False,17,Saturday
2024-01-06T18:00:00,0.8769,True,False,18,Saturday
2024-01-06T19:00:00,1.1146,True,False,19,Saturday
2024-01-06T20:00:00,1.4218,True,False,20,Saturday
2024-01-06T21:00:00,1.3312,True,False,21,Saturday
2024-01-06T22:00:00,0.7361,True,False,22,Saturday
2024-01-06T23:00:00,0.4956,True,False,23,Saturday
2024-01-07T00:00:00,0.2321,True,False,0,Sunday
2024-01-07T01:00:00,0.2405,True,False,1,Sunday
2024-01-07T02:00:00,0.2085,True,False,2,Sunday
2024-01-07T03:00:00,0.2085,True,False,3,Sunday
2024-01-07T04:00:00,0.2453,True,False,4,Sunday
2024-01-07T05:00:00,0.2678,True,False,5,Sunday
2024-01-07T06:00:00,0.3396,True,False,6,Sunday
2024-01-07T07:00:00,0.4934,True,False,7,Sunday
2024-01-07T08:00:00,0.6686,True,False,8,Sunday
2024-01-07T09:00:00,0.9327,True,False,9,Sunday
2024-01-07T10:00:00,1.0303,True,False,10,Sunday
2024-01-07T11:00:00,0.8719,True,False,11,Sunday
2024-01-07T12:00:00,0.7938,True,False,12,Sunday
2024-01-07T13:00:00,0.498,True,False,13,Sunday
2024-01-07T14:00:00,0.3086,True,False,14,Sunday
2024-01-07T15:00:00,0.2934,True,False,15,Sunday
2024-01-07T16:00:00,0.2964,True,False,16,Sunday
2024-01-07T17:00:00,0.5184,True,False,17,Sunday
2024-01-07T18:00:00,0.8975,True,False,18,Sunday
2024-01-07T19:00:00,1.1503,True,False,19,Sunday
2024-01-07T20:00:00,1.4948,True,False,20,Sunday
2024-01-07T21:00:00,1.2557,True,False,21,Sunday
2024-01-07T22:00:00,0.8777,True,False,22,Sunday
2024-01-07T23:00:00,0.5546,True,False,23,Sunday
2024-01-08T00:00:00,0.1922,False,False,0,Monday
2024-01-08T01:00:00,0.1852,False,False,1,Monday
2024-01-08T02:00:00,0.1835,False,False,2,Monday
2024-01-08T03:00:00,0.1861,False,False,3,Monday
2024-01-08T04:00:00,0.2123,False,False,4,Monday
2024-01-08T05:00:00,0.3057,False,False,5,Monday
2024-01-08T06:00:00,0.5659,False,False,6,Monday
2024-01-08T07:00:00,1.0123,False,False,7,Monday
2024-01-08T08:00:00,1.1742,False,False,8,Monday
2024-01-08T09:00:00,1.0542,False,False,9,Monday
2024-01-08T10:00:00,0.5449,False,False,10,Monday
2024-01-08T11:00:00,0.3554,False,False,11,Monday
2024-01-08T12:00:00,0.2231,False,False,12,Monday
2024-01-08T13:00:00,0.1884,False,False,13,Monday
2024-01-08T14:00:00,0.1987,False,False,14,Monday
2024-01-08T15:00:00,0.2911,False,False,15,Monday
2024-01-08T16:00:00,0.4644,False,False,16,Monday
2024-01-08T17:00:00,0.8728,False,False,17,Monday
2024-01-08T18:00:00,1.2849,False,False,18,Monday
2024-01-08T19:00:00,1.4265,False,False,19,Monday
2024-01-08T20:00:00,1.17,False,False,20,Monday
2024-01-08T21:00:00,0.7431,False,False,21,Monday
2024-01-08T22:00:00,0.4571,False,False,22,Monday
2024-01-08T23:00:00,0.2984,False,False,23,Monday
2024-01-09T00:00:00,0.2997,False,True,0,Tuesday
2024-01-09T01:00:00,0.2695,False,True,1,Tuesday
2024-01-09T02:00:00,0.299,False,True,2,Tuesday
2024-01-09T03:00:00,0.3061,False,True,3,Tuesday
2024-01-09T04:00:00,0.3023,False,True,4,Tuesday
2024-01-09T05:00:00,0.4557,False,True,5,Tuesday
2024-01-09T06:00:00,0.8417,False,True,6,Tuesday
2024-01-09T07:00:00,1.3293,False,True,7,Tuesday
2024-01-09T08:00:00,1.8158,False,True,8,Tuesday
2024-01-09T09:00:00,1.5016,False,True,9,Tuesday
2024-01-09T10:00:00,0.9018,False,True,10,Tuesday
2024-01-09T11:00:00,0.4841,False,True,11,Tuesday
2024-01-09T12:00:00,0.2917,False,True,12,Tuesday
2024-01-09T13:00:00,0.2828,False,True,13,Tuesday
2024-01-09T14:00:00,0.3361,False,True,14,Tuesday
2024-01-09T15:00:00,0.4405,False,True,15,Tuesday
2024-01-09T16:00:00,0.7381,False,True,16,Tuesday
2024-01-09T17:00:00,1.5938,False,True,17,Tuesday
2024-01-09T18:00:00,1.953,False,True,18,Tuesday
2024-01-09T19:00:00,2.3371,False,True,19,Tuesday
2024-01-09T20:00:00,2.0034,False,True,20,Tuesday
2024-01-09T21:00:00,1.3125,False,True,21,Tuesday
2024-01-09T22:00:00,0.6967,False,True,22,Tuesday
2024-01-09T23:00:00,0.4477,False,True,23,Tuesday
2024-01-10T00:00:00,0.1851,False,False,0,Wednesday
2024-01-10T01:00:00,0.1924,False,False,1,Wednesday
2024-01-10T02:00:00,0.1891,False,False,2,Wednesday
2024-01-10T03:00:00,0.1987,False,False,3,Wednesday
2024-01-10T04:00:00,0.2482,False,False,4,Wednesday
2024-01-10T05:00:00,0.2597,False,False,5,Wednesday
2024-01-10T06:00:00,0.5823,False,False,6,Wednesday
2024-01-10T07:00:00,0.8496,False,False,7,Wednesday
2024-01-10T08:00:00,1.1353,False,False,8,Wednesday
2024-01-10T09:00:00,1.0307,False,False,9,Wednesday
2024-01-10T10:00:00,0.5581,False,False,10,Wednesday
2024-01-10T11:00:00,0.2763,False,False,11,Wednesday
2024-01-10T12:00:00,0.2032,False,False,12,Wednesday
2024-01-10T13:00:00,0.2102,False,False,13,Wednesday
2024-01-10T14:00:00,0.204,False,False,14,Wednesday
2024-01-10T15:00:00,0.2861,False,False,15,Wednesday
2024-01-10T16:00:00,0.4737,False,False,16,Wednesday
2024-01-10T17:00:00,0.794,False,False,17,Wednesday
2024-01-10T18:00:00,1.4315,False,False,18,Wednesday
2024-01-10T19:00:00,1.4987,False,False,19,Wednesday
2024-01-10T20:00:00,1.0683,False,False,20,Wednesday
2024-01-10T21:00:00,0.8428,False,False,21,Wednesday
2024-01-10T22:00:00,0.4503,False,False,22,Wednesday
2024-01-10T23:00:00,0.2986,False,False,23,Wednesday
2024-01-11T00:00:00,0.2772,False,True,0,Thursday
2024-01-11T01:00:00,0.2911,False,True,1,Thursday
2024-01-11T02:00:00,0.3041,False,True,2,Thursday
2024-01-11T03:00:00,0.3143,False,True,3,Thursday
2024-01-11T04:00:00,0.2935,False,True,4,Thursday
2024-01-11T05:00:00,0.4377,False,True,5,Thursday
2024-01-11T06:00:00,0.8056,False,True,6,Thursday
2024-01-11T07:00:00,1.3707,False,True,7,Thursday
2024-01-11T08:00:00,1.9786,False,True,8,Thursday
2024-01-11T09:00:00,1.4771,False,True,9,Thursday
2024-01-11T10:00:00,0.7598,False,True,10,Thursday
2024-01-11T11:00:00,0.477,False,True,11,Thursday
2024-01-11T12:00:00,0.3686,False,True,12,Thursday
2024-01-11T13:00:00,0.3227,False,True,13,Thursday
2024-01-11T14:00:00,0.2882,False,True,14,Thursday
2024-01-11T15:00:00,0.4083,False,True,15,Thursday
2024-01-11T16:00:00,0.7711,False,True,16,Thursday
2024-01-11T17:00:00,1.186,False,True,17,Thursday
2024-01-11T18:00:00,1.9249,False,True,18,Thursday
2024-01-11T19:00:00,2.269,False,True,19,Thursday
2024-01-11T20:00:00,1.7458,False,True,20,Thursday
2024-01-11T21:00:00,1.2426,False,True,21,Thursday
2024-01-11T22:00:00,0.5476,False,True,22,Thursday
2024-01-11T23:00:00,0.3923,False,True,23,Thursday
2024-01-12T00:00:00,0.1923,False,False,0,Friday
2024-01-12T01:00:00,0.1787,False,False,1,Friday
2024-01-12T02:00:00,0.2183,False,False,2,Friday
2024-01-12T03:00:00,0.1779,False,False,3,Friday
2024-01-12T04:00:00,0.2071,False,False,4,Friday
2024-01-12T05:00:00,0.3017,False,False,5,Friday
2024-01-12T06:00:00,0.612,False,False,6,Friday
2024-01-12T07:00:00,0.8618,False,False,7,Friday
2024-01-12T08:00:00,1.2703,False,False,8,Friday
2024-01-12T09:00:00,0.9588,False,False,9,Friday
2024-01-12T10:00:00,0.5177,False,False,10,Friday
2024-01-12T11:00:00,0.3086,False,False,11,Friday
2024-01-12T12:00:00,0.217,False,False,12,Friday
2024-01-12T13:00:00,0.1923,False,False,13,Friday
2024-01-12T14:00:00,0.2162,False,False,14,Friday
2024-01-12T15:00:00,0.2743,False,False,15,Friday
2024-01-12T16:00:00,0.4762,False,False,16,Friday
2024-01-12T17:00:00,0.8709,False,False,17,Friday
2024-01-12T18:00:00,1.3836,False,False,18,Friday
2024-01-12T19:00:00,1.3113,False,False,19,Friday
2024-01-12T20:00:00,1.4313,False,False,20,Friday
2024-01-12T21:00:00,0.7186,False,False,21,Friday
2024-01-12T22:00:00,0.4674,False,False,22,Friday
2024-01-12T23:00:00,0.2935,False,False,23,Friday
2024-01-13T00:00:00,0.2329,True,False,0,Saturday
2024-01-13T01:00:00,0.2185,True,False,1,Saturday
2024-01-13T02:00:00,0.2254,True,False,2,Saturday
2024-01-13T03:00:00,0.2222,True,False,3,Saturday
2024-01-13T04:00:00,0.2273,True,False,4,Saturday
2024-01-13T05:00:00,0.2785,True,False,5,Saturday
2024-01-13T06:00:00,0.3428,True,False,6,Saturday
2024-01-13T07:00:00,0.4593,True,False,7,Saturday
2024-01-13T08:00:00,0.7477,True,False,8,Saturday
2024-01-13T09:00:00,0.9394,True,False,9,Saturday
2024-01-13T10:00:00,1.0692,True,False,10,Saturday
2024-01-13T11:00:00,0.9601,True,False,11,Saturday
2024-01-13T12:00:00,0.6627,True,False,12,Saturday
2024-01-13T13:00:00,0.4641,True,False,13,Saturday
2024-01-13T14:00:00,0.355,True,False,14,Saturday
2024-01-13T15:00:00,0.2931,True,False,15,Saturday
2024-01-13T16:00:00,0.3183,True,False,16,Saturday
2024-01-13T17:00:00,0.4963,True,False,17,Saturday
2024-01-13T18:00:00,0.9062,True,False,18,Saturday
2024-01-13T19:00:00,1.1722,True,False,19,Saturday
2024-01-13T20:00:00,1.4569,True,False,20,Saturday
2024-01-13T21:00:00,1.2055,True,False,21,Saturday
2024-01-13T22:00:00,0.8189,True,False,22,Saturday
2024-01-13T23:00:00,0.5283,True,False,23,Saturday
2024-01-14T00:00:00,0.2416,True,False,0,Sunday
2024-01-14T01:00:00,0.2415,True,False,1,Sunday
2024-01-14T02:00:00,0.2496,True,False,2,Sunday
2024-01-14T03:00:00,0.2305,True,False,3,Sunday
2024-01-14T04:00:00,0.2485,True,False,4,Sunday
2024-01-14T05:00:00,0.2571,True,False,5,Sunday
2024-01-14T06:00:00,0.342,True,False,6,Sunday
2024-01-14T07:00:00,0.4783,True,False,7,Sunday
2024-01-14T08:00:00,0.7082,True,False,8,Sunday
2024-01-14T09:00:00,0.9579,True,False,9,Sunday
2024-01-14T10:00:00,0.9537,True,False,10,Sunday
2024-01-14T11:00:00,1.0543,True,False,11,Sunday
2024-01-14T12:00:00,0.6539,True,False,12,Sunday
2024-01-14T13:00:00,0.442,True,False,13,Sunday
2024-01-14T14:00:00,0.3647,True,False,14,Sunday
2024-01-14T15:00:00,0.2966,True,False,15,Sunday
2024-01-14T16:00:00,0.3327,True,False,16,Sunday
2024-01-14T17:00:00,0.5139,True,False,17,Sunday
2024-01-14T18:00:00,0.8311,True,False,18,Sunday
2024-01-14T19:00:00,1.1461,True,False,19,Sunday
2024-01-14T20:00:00,1.4107,True,False,20,Sunday
2024-01-14T21:00:00,1.1649,True,False,21,Sunday
2024-01-14T22:00:00,0.8883,True,False,22,Sunday
2024-01-14T23:00:00,0.4855,True,False,23,Sunday
2024-01-15T00:00:00,0.1845,False,False,0,Monday
2024-01-15T01:00:00,0.1914,False,False,1,Monday
2024-01-15T02:00:00,0.2016,False,False,2,Monday
2024-01-15T03:00:00,0.1899,False,False,3,Monday
2024-01-15T04:00:00,0.2014,False,False,4,Monday
2024-01-15T05:00:00,0.3041,False,False,5,Monday
2024-01-15T06:00:00,0.5654,False,False,6,Monday
2024-01-15T07:00:00,0.9242,False,False,7,Monday
2024-01-15T08:00:00,1.136,False,False,8,Monday
2024-01-15T09:00:00,0.9737,False,False,9,Monday
2024-01-15T10:00:00,0.4996,False,False,10,Monday
2024-01-15T11:00:00,0.2695,False,False,11,Monday
2024-01-15T12:00:00,0.2033,False,False,12,Monday
2024-01-15T13:00:00,0.1977,False,False,13,Monday
2024-01-15T14:00:00,0.2198,False,False,14,Monday
2024-01-15T15:00:00,0.3111,False,False,15,Monday
2024-01-15T16:00:00,0.5008,False,False,16,Monday
2024-01-15T17:00:00,0.8231,False,False,17,Monday
2024-01-15T18:00:00,1.2437,False,False,18,Monday
2024-01-15T19:00:00,1.335,False,False,19,Monday
2024-01-15T20:00:00,1.2438,False,False,20,Monday
2024-01-15T21:00:00,0.8156,False,False,21,Monday
2024-01-15T22:00:00,0.4831,False,False,22,Monday
2024-01-15T23:00:00,0.2656,False,False,23,Monday
2024-01-16T00:00:00,0.2029,False,False,0,Tuesday
2024-01-16T01:00:00,0.2168,False,False,1,Tuesday
2024-01-16T02:00:00,0.1944,False,False,2,Tuesday
2024-01-16T03:00:00,0.2032,False,False,3,Tuesday
2024-01-16T04:00:00,0.224,False,False,4,Tuesday
2024-01-16T05:00:00,0.2905,False,False,5,Tuesday
2024-01-16T06:00:00,0.5645,False,False,6,Tuesday
2024-01-16T07:00:00,0.9588,False,False,7,Tuesday
2024-01-16T08:00:00,1.1825,False,False,8,Tuesday
2024-01-16T09:00:00,0.9062,False,False,9,Tuesday
2024-01-16T10:00:00,0.5568,False,False,10,Tuesday
2024-01-16T11:00:00,0.3094,False,False,11,Tuesday
2024-01-16T12:00:00,0.2358,False,False,12,Tuesday
2024-01-16T13:00:00,0.2142,False,False,13,Tuesday
2024-01-16T14:00:00,0.2475,False,False,14,Tuesday
2024-01-16T15:00:00,0.2668,False,False,15,Tuesday
2024-01-16T16:00:00,0.5012,False,False,16,Tuesday
2024-01-16T17:00:00,0.8429,False,False,17,Tuesday
2024-01-16T18:00:00,1.436,False,False,18,Tuesday
2024-01-16T19:00:00,1.3543,False,False,19,Tuesday
2024-01-16T20:00:00,1.172,False,False,20,Tuesday
2024-01-16T21:00:00,0.7973,False,False,21,Tuesday
2024-01-16T22:00:00,0.4021,False,False,22,Tuesday
2024-01-16T23:00:00,0.2715,False,False,23,Tuesday
2024-01-17T00:00:00,0.3341,False,True,0,Wednesday
2024-01-17T01:00:00,0.3565,False,True,1,Wednesday
2024-01-17T02:00:00,0.3615,False,True,2,Wednesday
2024-01-17T03:00:00,0.403,False,True,3,Wednesday
2024-01-17T04:00:00,0.4108,False,True,4,Wednesday
2024-01-17T05:00:00,0.517,False,True,5,Wednesday
2024-01-17T06:00:00,0.9388,False,True,6,Wednesday
2024-01-17T07:00:00,1.7862,False,True,7,Wednesday
2024-01-17T08:00:00,1.9213,False,True,8,Wednesday
2024-01-17T09:00:00,1.9481,False,True,9,Wednesday
2024-01-17T10:00:00,1.0845,False,True,10,Wednesday
2024-01-17T11:00:00,0.5211,False,True,11,Wednesday
2024-01-17T12:00:00,0.3395,False,True,12,Wednesday
2024-01-17T13:00:00,0.3961,False,True,13,Wednesday
2024-01-17T14:00:00,0.3846,False,True,14,Wednesday
2024-01-17T15:00:00,0.5521,False,True,15,Wednesday
2024-01-17T16:00:00,0.7564,False,True,16,Wednesday
2024-01-17T17:00:00,1.4371,False,True,17,Wednesday
2024-01-17T18:00:00,2.2451,False,True,18,Wednesday
2024-01-17T19:00:00,2.5959,False,True,19,Wednesday
2024-01-17T20:00:00,2.1736,False,True,20,Wednesday
2024-01-17T21:00:00,1.5655,False,True,21,Wednesday
2024-01-17T22:00:00,0.7878,False,True,22,Wednesday
2024-01-17T23:00:00,0.503,False,True,23,Wednesday
2024-01-18T00:00:00,0.1973,False,False,0,Thursday
2024-01-18T01:00:00,0.2027,False,False,1,Thursday
2024-01-18T02:00:00,0.2055,False,False,2,Thursday
2024-01-18T03:00:00,0.182,False,False,3,Thursday
2024-01-18T04:00:00,0.1906,False,False,4,Thursday
2024-01-18T05:00:00,0.3254,False,False,5,Thursday
2024-01-18T06:00:00,0.5684,False,False,6,Thursday
2024-01-18T07:00:00,0.9072,False,False,7,Thursday
2024-01-18T08:00:00,1.3012,False,False,8,Thursday
2024-01-18T09:00:00,0.9651,False,False,9,Thursday
2024-01-18T10:00:00,0.6013,False,False,10,Thursday
2024-01-18T11:00:00,0.3002,False,False,11,Thursday
2024-01-18T12:00:00,0.2447,False,False,12,Thursday
2024-01-18T13:00:00,0.2252,False,False,13,Thursday
2024-01-18T14:00:00,0.2112,False,False,14,Thursday
2024-01-18T15:00:00,0.3009,False,False,15,Thursday
2024-01-18T16:00:00,0.4934,False,False,16,Thursday
2024-01-18T17:00:00,0.9114,False,False,17,Thursday
2024-01-18T18:00:00,1.1603,False,False,18,Thursday
2024-01-18T19:00:00,1.5035,False,False,19,Thursday
2024-01-18T20:00:00,1.3366,False,False,20,Thursday
2024-01-18T21:00:00,0.7293,False,False,21,Thursday
2024-01-18T22:00:00,0.433,False,False,22,Thursday
2024-01-18T23:00:00,0.2415,False,False,23,Thursday
2024-01-19T00:00:00,0.1918,False,False,0,Friday
2024-01-19T01:00:00,0.2054,False,False,1,Friday
2024-01-19T02:00:00,0.2162,False,False,2,Friday
2024-01-19T03:00:00,0.1984,False,False,3,Friday
2024-01-19T04:00:00,0.2378,False,False,4,Friday
2024-01-19T05:00:00,0.2697,False,False,5,Friday
2024-01-19T06:00:00,0.489,False,False,6,Friday
2024-01-19T07:00:00,0.9532,False,False,7,Friday
2024-01-19T08:00:00,1.2048,False,False,8,Friday
2024-01-19T09:00:00,0.9548,False,False,9,Friday
2024-01-19T10:00:00,0.4749,False,False,10,Friday
2024-01-19T11:00:00,0.2968,False,False,11,Friday
2024-01-19T12:00:00,0.1943,False,False,12,Friday
2024-01-19T13:00:00,0.2099,False,False,13,Friday
2024-01-19T14:00:00,0.2204,False,False,14,Friday
2024-01-19T15:00:00,0.2631,False,False,15,Friday
2024-01-19T16:00:00,0.4549,False,False,16,Friday
2024-01-19T17:00:00,0.7697,False,False,17,Friday
2024-01-19T18:00:00,1.2384,False,False,18,Friday
2024-01-19T19:00:00,1.5298,False,False,19,Friday
2024-01-19T20:00:00,1.158,False,False,20,Friday
2024-01-19T21:00:00,0.8607,False,False,21,Friday
2024-01-19T22:00:00,0.4543,False,False,22,Friday
2024-01-19T23:00:00,0.266,False,False,23,Friday
2024-01-20T00:00:00,0.2263,True,False,0,Saturday
2024-01-20T01:00:00,0.2115,True,False,1,Saturday
2024-01-20T02:00:00,0.2194,True,False,2,Saturday
2024-01-20T03:00:00,0.2105,True,False,3,Saturday
2024-01-20T04:00:00,0.2692,True,False,4,Saturday
2024-01-20T05:00:00,0.263,True,False,5,Saturday
2024-01-20T06:00:00,0.3174,True,False,6,Saturday
2024-01-20T07:00:00,0.489,True,False,7,Saturday
2024-01-20T08:00:00,0.6966,True,False,8,Saturday
2024-01-20T09:00:00,0.9037,True,False,9,Saturday
2024-01-20T10:00:00,1.0531,True,False,10,Saturday
2024-01-20T11:00:00,0.9665,True,False,11,Saturday
2024-01-20T12:00:00,0.6761,True,False,12,Saturday
2024-01-20T13:00:00,0.4627,True,False,13,Saturday
2024-01-20T14:00:00,0.3302,True,False,14,Saturday
2024-01-20T15:00:00,0.2353,True,False,15,Saturday
2024-01-20T16:00:00,0.2844,True,False,16,Saturday
2024-01-20T17:00:00,0.5384,True,False,17,Saturday
2024-01-20T18:00:00,0.9259,True,False,18,Saturday
2024-01-20T19:00:00,1.1993,True,False,19,Saturday
2024-01-20T20:00:00,1.4571,True,False,20,Saturday
2024-01-20T21:00:00,1.2472,True,False,21,Saturday
2024-01-20T22:00:00,1.0089,True,False,22,Saturday
2024-01-20T23:00:00,0.528,True,False,23,Saturday
2024-01-21T00:00:00,0.2258,True,False,0,Sunday
